sample_id	participant_id	species	status
PTM902-N219-2021.05.27-13.19.06_PTM902_1_0655.jpg	test	phantom	present
PTM902-N219-2021.05.27-13.19.06_PTM902_2_0656.jpg	test	phantom	present
PTM902-N219-2021.05.27-13.19.06_PTM902_3_0657.jpg	test	phantom	present
PTM902-N220-2021.05.27-13.39.47_PTM902_1_0658.jpg	test	phantom	present
PTM902-N220-2021.05.27-13.39.47_PTM902_2_0659.jpg	test	phantom	present
PTM902-N220-2021.05.27-13.39.47_PTM902_3_0660.jpg	test	phantom	present
PTM902-N221-2021.05.27-13.42.35_PTM902_1_0661.jpg	test	phantom	present
PTM902-N221-2021.05.27-13.42.35_PTM902_2_0662.jpg	test	phantom	present
PTM902-N221-2021.05.27-13.42.35_PTM902_3_0663.jpg	test	phantom	present
PTM902-N222-2021.05.27-13.44.50_PTM902_1_0664.jpg	test	phantom	present
PTM902-N222-2021.05.27-13.44.50_PTM902_2_0665.jpg	test	phantom	present
PTM902-N222-2021.05.27-13.44.50_PTM902_3_0666.jpg	test	phantom	present
PTM902-N223-2021.05.27-13.47.10_PTM902_1_0667.jpg	test	phantom	present
PTM902-N223-2021.05.27-13.47.10_PTM902_2_0668.jpg	test	phantom	present
